ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
HAGLR	0.61824326	0.18090283	0.09436068	0.09858246	0.2562989	0.217880355	0.05253081	0.601596113	0.487590573	0.1418216	0.3112111	0.2480241	0.2196763	0.7102058	0.7415689	0.2993038	1.781861	0.5484321	0.07913396	0.2912309	0.08238453	0.4501326	1.416285	0.6204651	0.5613477	5.927384	1.807881	0.553278596	0.7489593	5.170694	0.3125667	1.017986	0.6434807	1.484835289	0.575174393	0.536014478	0.09584444	0.3749019	0.4159283	0.5188533	1.034746486	0.4356783	1.662421	0.4105982	0.09581019	2.072467	0.148092591	0.56000331	0.3890845	0.5410627	0.304799904	0.158579788	0.1606338	1.011338	0.37369255	0.547113	0.5464674	0.1270711	0.301368118	1.63013	0.670476734	6.706921	0.8386933	3.510079	1.159705	7.26424	2.56516935	1.890261	0.2014245	0.4081145	1.289281	0.7077402	1.328193463	0.09339345	0.1643095	1.190441	2.006203	1.981446	0.7970054	0.289371531	0.09371588	0.135794366	1.291102	3.891485285	0.1399878	0.7094216	5.087865	0.54120122	0.739738597	0.2123825	0.332149	0.4743564	0.8929729	0.1442302	0.03188055	1.677209	0.401298422	1.264368	0.258192288	0.078402706	1.703794	0.8246307	0.353963771	1.147163	0.391018	0.3375958	0.6681688	1.593400602	0.4640798	1.725072	0.353878657	0.5346763	0.921536	0.5713274	0.6340357	0.4564043	0.559338	0.2926985	0.2220862	0.7541323	0.7515107	0.1524815	0.3199685	1.703927	3.445625	0.8586284	0.2432171	2.805234628	1.711966	1.08794633	2.875741	0.165554373	0.612947444	3.529236	0.267299624	0.4666949	2.767539273	0.07481183	5.824173021	0.206837744	0.433571906	0.635125543	2.76440474	3.492942847	1.120807	0.2312393	0.1261661
AL049840.1	0.278073455	0.731757038	0.4819548	1.617921	2.265617	0.369021843	0.6611811	0.424658519	0.447262285	1.3024	0.9239394	0.6751767	0.6422391	0.8336805	2.562216	1.928518	0.5396187	1.576966	0.2020915	2.218888	0.3516254	0.7776329	0.5380227	0.6189175	1.353484	0.4458203	0.239099	0.601085348	0.2985866	0.2684285	0.5142658	0.2565539	1.275477	0.681258857	0.728677132	0.813935753	1.076253	1.718301	0.2033612	0.9619391	1.388011745	1.120241	0.2828425	0.7684458	2.131875	0.9696697	0.20253956	3.45658827	0.3157838	1.177505	0.234027276	1.028539373	0.587030201	1.056745	0.527373442	0.5659717	0.9937446	0.3466159	0.520632742	0.630589	1.046752353	0.1462959	0.7934433	0.7002523	0.3877674	1.83244	0.955606631	0.8163866	1.347473	0.8345419	0.6079812	2.018631	0.554958354	0.8137308	1.713843	3.630805	0.5098144	0.5252338	0.7909725	0.233290339	1.177456	0.812054328	0.4354711	2.359707308	0.8273399	0.3699838	0.01246754	1.456677699	1.476737421	0.6507362	0.1817061	2.185283	0.08732083	0.8997693	0.422247	3.067187	0.812314896	2.077727	0.336360844	0.476768869	0.4090846	0.6560669	0.357278038	0.4403994	0.4064035	0.2700085	0.4691291	1.647999033	0.9501956	1.28446	1.172790163	0.3958661	0.6605158	1.965077	0.4159509	0.6829248	0.7423953	0.6985344	0.3797128	1.049839	0.4044901	1.027344	0.328015	0.6403091	0.3511822	0.7852953	0.4509175	0.675293319	0.3927507	2.258490253	0.7355086	1.922594495	1.610985197	0.9434013	0.753922018	1.428955	0.830206772	0.5929938	0.618481142	0.583004701	0.519008243	0.193110736	0.338701163	0.76383325	1.035767	0.7989614	0.2906133
BX470102.1	0.802085529	0.846481658	1.161881	0.4127793	7.298004	1.053776273	0.9940788	0.797797361	0.236518361	0.9546705	0.3790798	0.663733	0.1852499	1.580447	0.8550557	0.5542536	2.032093	0.235381	0.4086158	1.296174	0.6640867	0.3655314	0.9822497	0.3083185	0.9223461	0.6262265	0.5136575	0.26054269	3.684255	0.8477488	1.631704	0.2844677	1.082896	0.698461173	4.247435423	1.154025342	2.152506	0.8387637	0.752781	0.6936633	0.630201532	0.4319575	1.697055	0.9690232	0.4201358	0.7231435	0.253671313	0.719432218	0.1669908	1.733235	0	0.12708074	0.818405124	1.899992	0	0.7183044	0.1642205	0.458238	0.602257367	0.2273618	0.136115616	2.398261	1.307398	0.6696967	0.3417611	0.3915229	2.415625479	1.02042	0.7047316	2.510942	0.3400573	1.735739	0.507927985	1.409642	1.444421	0.6022199	0.3547326	0.04788806	0.3098348	0.469969883	3.697012	1.908557064	0.3931661	3.05680205	0.8077081	0.3260874	1.087845	0.30047589	2.342756316	0.6589496	0.6321622	1.268349	3.232351	0.7686164	0.1456239	1.628617	1.073907829	1.267766	2.088064665	0.315152303	0.2374348	0.8921239	0.508667037	0.9619334	0.1452106	0.3141251	0.3917081	1.292861227	0.7851193	0.4766596	0.626785078	0.5931282	0.1791229	0.448728	2.309585	1.543052	0.06231566	0.8545692	0.271913	0.5351026	0.2069999	0.9402811	0.09636599	0.3056843	1.485679	0.3625415	1.49032	0.472637996	0.472027	0.981633098	1.449711	1.050303758	1.100783639	0.6899451	0.647861802	1.421178	0.940766996	2.130757	0.358969625	1.093970549	0.187130861	0.185671955	0.328367907	0.875171656	0.1226256	1.356453	1.728903
AC144831.1	0.160356708	0.225643454	0.404632	0.6376914	0.4620329	0.725661447	0.07538448	0.661627129	0.740811839	1.138357	0.08841864	0.1143936	0.3703602	0.1247252	0.8152845	1.654747	0.6742278	0.1882339	0.0628403	0.4568997	0.8054551	0.4567422	0.2031476	0.4077755	3.171676	1.973712	4.644875	1.02094281	0.1473147	0.2719658	0.2174787	0.6212184	1.391771	0.492413466	0.901693057	0.530028226	0.123996	1.201775	0.4801651	0.855196	1.786133953	0.5736703	2.156461	0.443708	0.1329929	0.1971467	0.648027056	0.564674836	0.2336991	0.7572025	0.371130606	0.350610785	0.372375182	0.1638591	4.210497414	0.04188531	0.8470588	0.3908825	1.083655105	1.606085	0.190490114	0.2784029	0.8935589	0.2441504	0.4612038	0.7827511	0.244247134	0.03138573	1.526344	0.09127261	0.2348602	0.09542968	2.572532851	0.7490541	0.8323528	0.8640373	0.3356871	0.4308303	0.3871477	0.140937881	0.2956496	0.553273159	0.7298907	0.44369729	0.32969	0.5785872	0.4811079	0.25121249	0.588470966	0.3805831	0.1718834	0.2324432	0.2769543	1.082975	0.1843875	0.5648177	0.288735423	0.2816196	1.144137842	0.498325949	0.585452	0.6589322	0.96610349	0.3340195	1.288985	0.6508506	0.3785086	1.742312231	0.6697162	1.268628	0.230833875	0.2301866	1.047475	0.9018398	0.8062181	1.568726	1.102572	0.181872	0.2550838	1.236959	1.862297	0.1879854	0.7385278	0.2350532	0.7332779	0.9158963	0.742171	0.19948313	0.7612501	1.37376891	1.01795	1.36908044	0.679358368	0.6684643	0.059780112	0.831596	0.611268315	0.4581413	0.422627266	1.093558662	3.360851949	0.185602049	2.554337263	0.390314189	0.3268784	0.2222856	0.775793
AC092171.3	0.234294599	0.395620813	0.5180049	0.5336645	0.8831727	0.570679543	0.3844994	0.26633371	0.307937805	1.106357	0.8394522	0.06876564	0.4019803	1.499525	0.5006329	0.5106827	0.450333	0.3435012	0.7869853	0.6422325	0.9843313	0.2013456	0.7123575	0.247027	0.2438668	0.9887172	0.5065182	0.537527777	0.4691334	0.4027947	0.335912	0.3594084	1.189884	0.699515056	0.692894214	0.624738708	0.6503801	0.3710129	0.3302874	0.972594	0.245035646	0.2904662	2.143244	0.4445449	1.122053	0.3423655	0.208888901	0.464333657	0.2723668	0.8229214	0.198309647	0.341090267	1.237939015	0.746219	0.163729358	1.24694	0.4276176	0.5935487	0.310199705	0.4326393	0.272641992	0.767052	4.037734	0.6864885	0.4963013	2.048794	0.622892591	0.2201145	0.3215288	0.1371671	0.7492549	0.3476715	2.294776867	1.248301	2.535806	0.8940495	0.2747405	0.09112461	0.4344232	0.482445979	0.6313891	1.013061513	0.3262577	0.570345687	1.563925	0.4327177	0.1452649	0.448658181	0.439177587	0.5719513	2.461555	1.072667	0.2620613	0.2639233	0.6806034	2.137041	0.311532309	0.1410754	0.402752571	0.338582576	0.2325087	1.096983	0.531267456	0.2636632	0.6631595	0.1830395	0.8042133	1.649686374	0.3564578	0.9487905	0.4559308	0.852598	0.4305437	0.3169488	0.5433878	0.223587	0.2621207	0.6460352	0.6535758	0.3148471	0.3455203	1.499744	0.2251933	0.5180924	0.957849	0.2508612	0.9335342	0.673210514	0.4475264	0.729143068	0.2337203	0.530151816	0.824436811	0.4677445	0.389303602	0.374924	0.431835473	1.071013	0.511304906	0.567730987	0.437297505	1.134307866	0.281028698	0.262947651	0.2906518	0.2939703	1.623773
AL596244.1	3.24023239	2.067324973	4.766133	1.334023	0.3247312	1.294238407	3.622082	4.197566797	0.337878902	2.472082	2.077365	0.9358495	3.38391	0.689598	1.848411	0.2284481	1.208972	2.201795	1.037904	2.099285	0.7900505	4.070442	0.2094085	4.029027	3.68588	0.8385233	0.3164629	0.582094702	0.09244411	1.052689	0.7451479	1.792568	0.1434664	0.625016766	1.384379621	1.595264257	0.7638293	0.761163	4.205847	0.3167742	5.099538257	3.76314	0.7153768	0.3953053	0.4329211	1.681206	1.009919266	1.943171381	2.329683	1.583027	3.756128497	2.857046749	0.226028304	0.8323314	2.141754734	1.640135	2.505964	1.08602	1.293556755	0.5857019	5.744194245	1.755597	1.191959	0.193738	4.382008	0.7426918	0.667150919	0.705884	2.772678	1.699955	1.046873	0.3719391	2.045959192	1.084192	0.1790828	1.164769	3.705121	0.9925147	2.008095	3.479327017	1.618589	0.18772444	1.467941	0.394218397	0.4350595	4.009218	0.2177052	6.851297013	2.768560276	1.471172	0.9024847	0.6782263	3.373971	2.144589	1.36414	0.4016419	6.644733036	2.797427	1.282270989	3.848604836	4.466903	0.376066	1.112960324	7.469617	3.4442	1.392378	0.5182955	2.186699658	2.110784	0.1841869	0.65821992	1.657044	1.189243	0.7400347	1.689604	1.503897	2.740685	1.998724	0.8082336	1.03385	1.439769	0.3474321	3.556693	1.235717	1.95058	1.676452	0.6586894	1.608645119	1.450331	2.419567133	3.607048	2.815859095	0.477474418	1.588431	7.100592777	3.477607	0.600364437	0.3615395	0.823853813	1.138906792	0.793213999	2.537193267	2.109859976	0.789867048	2.245713	0.9092544	0.6154326
Z83851.1	3.646913651	12.920882408	7.924242	2.413055	4.088556	3.460382146	3.239609	5.585069475	4.224782096	3.52127	5.909471	3.05502	3.970805	6.645661	2.755608	2.124062	3.622781	3.308969	2.296842	2.691923	2.199894	4.006593	4.191077	6.354581	1.473791	5.275916	1.732371	5.610081696	10.66628	3.246261	5.210975	2.771602	7.114243	4.333831851	3.455716353	4.649465948	5.936178	5.584319	3.841847	5.688358	3.21453796	3.036214	5.044458	4.537919	2.45606	2.65814	3.762248118	2.154776496	2.068628	3.127243	3.074731945	4.383096332	3.95941344	6.279508	4.544253989	12.30574	3.904049	2.559743	4.694292287	6.682561	5.083730933	19.97463	4.917513	3.914961	2.871969	4.577586	5.491669667	4.01507	2.288761	3.261921	6.114395	7.90613	3.02426846	2.638434	6.677856	5.763956	3.410119	2.822804	2.264068	3.949363888	2.919551	4.137454049	5.472378	5.018195609	6.754737	3.772816	9.82817	4.497815834	4.916316288	4.850836	1.699948	3.810285	10.27277	4.243609	3.405194	4.177444	3.391523909	5.535522	1.770704378	5.247877247	1.10527	3.428539	5.734804179	8.681647	5.093295	5.731592	5.470258	7.651208092	1.376912	13.67122	3.24626852	3.467351	4.36304	5.982751	1.821636	2.590991	4.067898	4.780833	2.791934	2.932632	2.823554	4.81815	6.071588	2.428475	5.292476	4.784641	3.9337	4.604968365	1.992907	3.706115236	3.996259	6.999532591	4.243395789	3.878203	4.078648949	1.215809	2.329692949	5.01379	4.08039785	2.42242853	2.734857449	5.200944014	1.657833434	3.476352281	1.931522	9.597907	7.449191
AC008735.2	0.28469747	1.297205658	2.128545	1.775934	1.323983	0.221649911	0.2920095	0.475454993	0.03731172	0.8390744	0.5382122	0.1949708	0.5552542	1.102265	3.237323	1.608817	0.3887773	0.7320367	0.4165158	2.647434	1.047623	0.3027362	1.699149	0.9877353	2.130176	0.4184036	0.5609875	0.369914889	0.7472648	0.2799121	1.244138	0.3728153	1.991403	1.600582851	1.699301994	3.27693827	1.001433	1.223945	0.6446657	2.024421	2.84215142	0.9053288	0.3811568	1.745646	7.390009	2.644554	0.160070668	3.329137322	0.7451437	1.367124	0.351416359	1.05850781	1.095180894	3.561513	0.227559258	0.368275	1.025895	0.1734933	0.570051091	0.7532121	1.030693646	0.3295179	0.6331312	1.640641	1.213069	3.891152	1.314050371	0.5200744	1.259975	0.2880809	0.234089	1.191116	2.190156498	3.440987	1.233142	2.447714	0.2909946	0.5212629	1.46633	0.194616539	1.583899	0.519367367	0.2126521	3.646396937	0.5096768	0.192906	0.1248087	0.853222983	2.473337756	0.5544103	0.1675399	5.035528	0.2185355	0.9353751	0.6891825	4.404358	1.472142873	2.622158	0.292800512	0.406771689	0.1498252	2.29869	0.928540784	1.054255	0.1374453	0.1081189	0.5561418	3.76181903	1.535811	0.5639623	0.530817985	0.9246755	0.7205627	0.5365034	0.7980919	0.7147305	0.7077993	0.9132407	0.4157551	0.7280757	0.1959304	0.8570358	0.2736382	1.557971	2.504849	0.2183709	0.3334203	1.192968632	0.6254989	2.555133211	1.673398	2.385930676	3.08045382	1.029809	0.754728351	3.051261	0.742048834	1.940707	0.377525987	3.294675523	0.619933522	0.615100408	0.480339831	0.700929335	0.599685	0.6524814	0.1090965
AL391244.1	4.252045982	6.857722662	7.984405	7.031306	4.578666	5.441658939	4.87307	5.1202266	3.009216079	6.302567	5.084323	2.088903	6.350072	7.460682	9.640886	4.522446	3.182342	6.229919	6.755474	5.78877	14.26348	5.611522	4.409077	3.246911	4.329336	8.885442	3.880434	2.531360549	2.152803	5.982714	6.786598	4.776613	6.493552	7.846714456	4.779203759	10.304405611	4.488295	3.924667	7.937995	6.953391	6.260070399	4.697694	8.305153	5.870257	7.274423	4.168236	3.449728932	3.306064093	5.367986	8.417114	4.450392446	5.48925382	11.63807293	10.01257	3.508774495	6.124114	6.976087	4.246532	8.286720635	3.904771	8.301165809	6.100974	10.95931	9.576796	6.10008	4.610822	6.568950816	3.02904	5.022433	5.520456	8.477546	4.918654	7.441497007	8.36283	7.051939	8.999249	3.545949	5.010182	5.432493	4.68222619	8.224821	3.707598855	5.120358	6.040900885	6.631563	6.008903	4.305048	6.657842547	7.282742599	3.371995	7.322436	5.98661	6.70043	8.41286	9.034159	7.681637	6.089882346	12.57992	5.082335613	4.633266471	5.609009	4.909155	6.823232299	8.922131	4.379057	2.005809	3.83044	9.213876347	11.73369	4.485745	3.336900544	5.011336	3.625643	5.125573	9.135764	4.681075	4.822566	7.014619	7.60967	3.073489	3.56958	5.353582	4.721857	2.680169	10.48606	3.978415	6.382167	7.962593153	4.605936	7.130592544	3.22716	4.815091582	4.901581518	4.475574	5.73270359	6.378314	3.956810098	7.48229	5.762422107	5.866498304	3.64671729	6.354778929	9.523284066	5.846999838	3.489948	4.330309	13.62225
AC020910.4	0.85444389	1.466563063	0.700252	0.3320997	3.079859	1.650265682	4.213409	0.726389572	0.426390045	0.6370153	0.7869415	0.6301649	0.698289	1.267824	1.4229	0.2906752	1.721874	1.256486	0.5872542	0.4360374	4.005181	2.246495	1.265634	1.189398	0.5804632	5.759442	0.466243	1.204141467	4.813215	1.55092	2.005637	0.5379356	0.7606054	0.722968582	0.947280271	2.085562915	0.6098768	0.6185882	0.9517302	0.5115767	1.85909452	0.5461177	1.923329	1.106562	0.7918393	3.167588	0.443455036	1.126666381	0.3518734	1.230918	1.095247654	1.024694366	1.998037338	3.187143	0.425535812	0.7063327	1.033494	1.021362	2.030467696	0.5216691	1.42770157	1.749699	2.24234	1.355808	2.772537	0.7699951	0.709879212	2.894462	2.040459	4.638902	1.185563	3.029587	12.264579618	2.735819	0.6683988	0.9405258	0.7208955	1.083068	0.7235933	1.126459064	0.9949503	0.656861723	0.5246895	1.152930819	0.9928079	0.5611421	7.325924	0.644657365	1.476737421	0.5399726	5.072469	0.9354078	8.702976	0.9717508	2.291149	2.516601	1.492978758	1.154293	1.102678593	1.267771764	3.372453	0.5604686	2.000757014	0.7467641	0.2855809	0.6458603	0.6098678	2.495541393	1.132316	0.6151888	0.583899783	0.9263267	0.2642063	0.6038147	1.369865	1.162214	0.3063854	1.355365	0.6170333	0.4932977	1.221299	1.369792	0.4737995	1.641681	7.852433	1.685269	2.104965	0.464760696	1.423424	1.206590683	1.008315	0.37180753	1.31774969	0.5218816	0.490049312	1.567918	1.31054069	0.8301913	0.274545287	1.27132638	0.337355358	1.004175825	1.438350938	3.57473961	0.9043637	0.9183851	3.740193
LINC02041	0.504971529	2.088184717	0.08090203	0.4859995	11.22402	0.758204879	1.627815	0	0	0.2207883	1.772891	0.9386602	0	0.4488754	0.1419745	0.1595169	0.3733061	5.734029	0	0	0	0.1972532	0	0.0511936	1.194551	1.669787	7.76124	0.337434557	1.760932	0	0.9783593	0.04723337	0.2671395	0	0.094517987	0	0	0	0.6190115	0.623874	6.161417992	4.328982	3.601068	0	0.07557321	2.4833	0.730078414	1.95552985	0.2574684	0	1.068534296	0	0	0.3216629	0	1.421279	1.77238	0	0	0.8997429	0.097936845	5.093239	2.953325	0	7.653677	1.267675	1.258603856	6.099548	0.169021	0.9854473	1.734971	3.559323	2.436402529	4.404002	2.445362	0.3823276	1.990829	1.292102	1.086783	0	0.58801	2.16283738	0.4243317	3.977008748	0.4358669	0.08798395	14.30239	0.176887692	1.55597699	0	1.2008	0.7604941	0	0.4740248	0.6286689	0.2869739	2.318069339	1.21623	1.001591994	2.288173428	0	0.641894	0	0.6556953	0.6268848	0	0	2.583970609	2.824514	0.9645818	1.352938522	0	0.09666085	0	0	0.5669336	0.4035319	0.5950384	0.4966366	0.5775192	1.34045	0.3006861	0.4853555	1.06588	1.403016	0.9959843	1.286764	2.947262951	0.7471842	0	6.640126	0	4.029008197	0.1145594	0.3227154	0.0748211	1.269174987	0.9545754	3.788151004	0.214670496	0.134642937	1.202339125	8.376658024	12.351742555	0.1764612	1.199981	1.49276
AL513165.1	1.657944092	2.592167015	4.407341	3.723194	2.067242	4.51774672	1.385614	4.451838099	7.605006463	2.192604	5.572079	3.238044	6.86418	9.552192	2.537856	4.209259	3.535105	3.706989	9.702368	3.384309	12.03904	4.701315	8.15252	4.401232	11.72726	5.550001	9.873381	1.436140158	0.6285815	4.491766	1.582302	2.532951	3.069793	11.212267082	5.22955922	4.126128951	2.61429	6.678184	10.53819	11.47065	4.495429044	1.984165	5.866291	7.466422	9.134683	3.925652	3.57334227	3.28017942	3.287399	3.479464	4.434047594	8.826087184	7.881531368	6.708173	4.859059442	2.144661	2.413871	2.357468	4.268197665	5.012975	4.251611292	5.614726	4.916078	24.75438	2.982723	3.776706	1.73454649	0.8653338	4.100367	8.108629	5.964106	1.275678	28.723415418	3.748735	4.631379	3.644944	3.171972	5.147304	3.344527	3.40006542	1.21555	2.893048912	3.147564	8.386246664	4.637684	2.621252	5.693479	8.883556939	6.015277828	1.479786	1.161516	6.732346	13.1507	4.102201	5.797241	3.66413	4.966935829	3.192079	1.563038025	4.106001284	6.786198	11.33754	10.080432952	5.209261	3.255029	5.666703	3.538588	5.454770897	7.212774	3.338988	8.122066189	3.012966	4.607612	5.250632	2.761684	3.619351	6.526326	1.924712	1.998419	3.809828	2.598959	12.34946	7.14142	3.197114	3.326874	4.238964	3.833579	4.342054946	7.45868	7.590248657	3.703132	9.803368103	7.12288327	4.046839	4.669881675	5.604592	3.168985019	9.602806	2.051964778	15.257946895	4.12594411	3.667342349	2.35848519	1.360627533	2.215534	3.5546	7.412146
