ID	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
AC105942.1	0.526071413	0.444151937	0.5506454	0.3150353	1.882734	3.788527015	0.5575689	0.341087277	0.248204051	0.7692685	1.016623	0.1801361	0.2754036	9.602029	2.070696	0.3683705	1.417881	0.9174675	7.388628	0.6085167	12.61384	1.582314	14.80413	0.7342133	0.4839583	0.9277645	1.202465	1.585809046	4.598115	1.127559	0.7372498	2.640775	1.493553	3.240499496	0.390587176	0.965560836	0.3445712	0.1650384	0.2445157	0.2426451	0.447375687	0.9389771	2.988293	4.100403	0.9001576	1.966168	0.606354651	0.810901531	1.639758	1.633614	1.298712633	0.533437731	26.298278005	0.5277877	0.908258254	0.7852018	1.120172	0.3205855	1.850895701	2.10759	1.333179825	0.466817	0.3350215	12.46409	1.12077	1.771864	0.524477496	1.214987	0.8833518	1.237652	1.34633	0.2276871	1.776744137	0.9148233	0.713311	1.226773	0.7569265	2.738847	1.463143	0.755196788	0.4083864	2.3909062	0.9430659	1.098571856	0.2648796	1.582668	1.729686	0.60197748	0.851021012	0.6915064	0.6368597	0.6285349	0.9691576	0.1536365	0.5603353	5.336523	0.505191887	0.9854832	1.03474746	0.571248937	2.754666	6.007291	0.857890941	0.5844241	1.295273	0.05993548	1.181801	2.185855296	1.812601	0.7190519	0.692371285	0.4576713	1.574273	0.7806999	0.9233123	0.8096451	1.880092	0.5207174	0.6145944	1.895199	2.661032	0.9501918	0.8764353	0.4688429	2.143738	1.106774	3.440696	0.661319568	0.7760459	1.759810127	0.70501	0.37474672	1.607193297	2.840438	0.366084268	3.310168	2.63266021	0.527366	2.302087814	3.731066551	0.981882286	1.242139877	3.853160816	1.465925828	2.841775	0.3617017	1.149071
LINC01748	0	2.035631681	0.01106891	0.02216461	2.721074	0.414946386	0	0.008726371	0.093134038	0.02013865	0.4726901	0	0	0.1228291	4.487122	0	0.4852148	0.009930662	0	0.01007359	0.0130749	0.01349396	0.02000593	0	0.522998	1.392507	0.583452	0.215447648	2.277163	0.04075695	0.9102333	0.01292482	1.507674	0	0.672455001	0	0.0107745	0	0	0.5633603	0.043792058	0.8656482	1.809374	0.4246539	2.005926	1.436707	0.740838746	0.02360762	0.7679373	0.009479129	0	0.007506104	0.025003248	0.01100237	0	0.05303388	0.01939958	0	0	0.570744	0	1.336582	2.235855	0	0.06308229	0.01445347	1.131603466	1.680655	0.02312523	0.4943679	0	0.9995943	1.466719743	2.147268	1.773227	0.02092382	0.2723826	0.8556329	0.01143787	0.798073162	0.1379156	1.183666286	1.302125	1.793152771	0.8746427	0	0.944343	0	0.647530469	0.02162293	1.56824	0.01040498	0.02272867	1.394392	1.204191	0	0.054681932	1.428293	1.712956274	0.905349803	0	0.6293989	0.032190791	0	5.660791	0	0.3566875	1.61212173	1.623075	0.2287529	1.295750909	0	0.01322501	0.02092453	0.01082675	0.01939178	0.02760535	1.278174	0.9512883	0.01975386	0	0.5862376	0.00948653	2.215263	1.727629	0.01946704	0.1760534	0.697916507	0	0.060396642	0.5221226	0.459072702	1.04594942	0.5250744	0.441534975	0.01023692	0.289411426	0.02374614	0.011779315	0.264338419	0.046054175	0	0.978578865	0.009940878	0.2957541	0	0.8623359
C1RL-AS1	0.232965439	0.611138405	0.5813157	1.579299	1.06515	0.190442884	0.3255678	0.605046516	0.257612507	0.5882376	0.3908677	0.2472915	0.8635823	3.638498	1.111847	1.387671	0.5500353	0.6182269	0.3067481	1.203723	0.2777526	0.4299822	0.6168254	0.9568179	0.4275606	0.1251812	0.148044	0.156646269	0.1628066	0.1769408	0.5568653	0.2879112	0.9408842	0.855247869	0.602842981	1.288202194	0.4959171	0.4841919	0.6153294	1.737715	1.259758251	0.4409089	0.6892372	1.141244	1.446035	0.3265117	0.358569854	1.780793467	0.7649523	1.020819	0.242629526	0.675463119	0.245902199	0.7174074	0.301659781	0.5450491	0.9072119	0.2848234	0.367343393	0.6900883	0.806508476	0.5493947	0.5404576	0.8547137	0.5806966	1.113012	0.379841203	0.246224	0.4059666	0.4707314	0.3555702	0.3176111	0.236043986	1.532131	0.9353087	1.234691	0.2926107	0.2232406	0.5804445	0.207313286	0.1898923	0.860612351	0.3792904	0.773521497	0.7360528	0.2876876	0.09478928	1.290055229	1.285008729	0.4242515	0.3084669	3.729965	0.06035368	0.4560563	0.2960748	0.9151707	0.6969712	0.3845875	0.158358038	0.444365029	0.2367724	2.668906	0.373576577	1.080811	0.3163228	0.04976593	0.3441587	0.483992027	0.4059069	0.7242436	0.629507971	0.5958649	0.4253141	0.9075284	0.4184627	0.2860717	0.9719464	0.3482937	0.5358287	0.4167208	0.237486	1.177383	0.2770957	3.628611	0.6634542	0.3991829	0.3588828	1.253801418	0.1371001	1.422010877	0.6100352	1.680272299	5.696615412	0.9133356	1.129027295	0.4983572	0.39279029	0.2907557	0.385771591	0.948897135	0.345135759	0.865550007	0.273117413	0.656991855	0.3027407	0.6781643	0.4452477
TBILA	0.137424953	0.342550694	0.9966361	1.306453	0.9169601	0.171186509	0.2725121	0.461709263	0.162095056	0.953368	0.4387697	0.5521321	0.2369897	0.5586725	1.063819	0.3545277	0.3555755	0.4793377	0.8271951	0.5890946	1.662719	0.1252563	0.6778158	0.2665661	0.3641005	0.7472727	0.08665332	0.09285112	0.2308535	1.016065	0.4224573	0.1019773	0.3901588	0.655038649	1.968628639	1.333838106	0.3800502	0.3257408	0.452035	0.3644687	0.447144723	0.1776222	0.2838647	1.00259	1.161338	1.45075	0.108173725	1.212548467	0.1373342	1.302238	0.152667458	0.404112817	1.601421253	0.75575	0.039543854	0.820469	0.3331379	0.3768576	0.495299941	0.2700876	0.485083167	0.339328	0.3750739	1.565893	0.5855548	1.891696	1.446201642	0.3873229	0.2897877	0.4588918	0.3305133	1.344212	0.541492663	2.379612	0.5978322	1.34014	1.17342	0.2756839	0.1911074	0.17714856	1.077491	0.398942126	0.4927118	0.585436145	0.1937436	0.1564361	0.2168849	0.307019318	1.523242833	1.19424	0.1109107	2.598087	1.476835	0.8428195	0.6786508	1.148044	0.558337247	0.6178476	1.293227453	0.337723402	0.07955352	0.2445626	0.288847397	0.8604943	0.135345	0.07828434	0.1610715	1.929613736	2.152289	0.5716778	0.325561056	0.2391138	0.09820783	0.3172419	1.537622	0.6300075	0.111039	1.020197	0.2350906	0.1100179	0.3783064	0.3723261	0.2641732	0.4576706	1.883656	0.4698219	0.1708479	1.972293713	0.1552791	0.403650368	0.8723787	0.783156801	0.90529083	0.1673146	0.150278416	0.9502319	0.69847214	0.6612631	0.404558953	0.967845864	0.059849029	0.178147305	0.049100303	0.470603304	0.2297093	0.1158226	0.09479063
AC084859.1	1.218391861	0.830598846	1.247582	0.8029873	1.156788	0.433044379	0.5705081	0.65570211	0.468624066	1.053852	0.7177055	0.1451126	1.1256	0.857017	1.094687	0.7613955	3.049688	0.5596447	1.992882	0.9461661	0.561401	0.5793945	1.020064	1.672885	0.6432745	0.3503349	0	0.454277568	0.5839818	2.062493	0.1436874	0.5376145	1.054403	2.068553392	1.24933029	1.137080395	0.4626282	0.3323757	0.3693281	0.3206899	0.381938646	0.6357788	0.5927029	0.8175346	0.2774777	1.068084	0.446764402	0.886941809	0.5293857	1.246463	0.539450337	0.423008159	0.357857434	0.6200412	0.342969162	1.280887	0.5206035	0.6779187	0.477311436	0.7808352	0.827054734	0.3985363	0.9397746	3.652875	0.6432888	0.6593801	0.198048965	0.9020352	0.5274968	0	1.102533	0.4126913	0.223639934	1.205394	0.3366934	1.712599	0.412337	0.7211085	0.7980558	0.744937337	0.1542116	0.567226008	0.4673982	0.530987328	0.533449	1.486009	0	1.688617426	0.285649507	0.6382959	1.102227	1.535744	0.1219885	1.102284	0.4616494	2.58148	0.52827643	0.4465563	0.030645725	0.840135318	0.1881759	0.1178402	0.34554652	1.083365	0.5063732	0.02263235	0.465665	0.265647605	0.497789	0.5194345	3.921714962	0.7465917	0.7098081	1.085619	0.2324358	0.1561183	0.9136686	0.611735	0.9283128	0.1855388	0.8749606	0.662407	0.6619049	0.8572497	0.5151371	0.4962932	0.1932766	1.248610825	0.2244594	0.875228466	0.3082549	0.599331542	0.834481147	0.5047452	0.47395814	0.4395461	0.186398237	0.2230365	1.074765773	0.394096582	0.642668823	0.698971775	0.118292645	0.853669161	0.6479023	1.110287	0.03044933
AC012640.2	0.669665748	1.971723805	1.148611	1.194232	1.326155	1.886115282	0.6868651	0.60949003	1.184823109	2.29071	0.7446961	0.2832595	1.164545	1.127519	1.162899	0.5661876	1.286787	0.5350654	0.7965444	0.864406	1.304588	0.8078406	2.09596	0.8106884	0.5435802	8.857525	1.513608	1.213041655	9.863895	1.103804	0.8815006	0.4384683	1.294633	0.41163472	1.187087173	2.628569046	1.139562	0.8032721	1.014052	0.5791435	1.354540369	0.4909604	3.661571	0.9026893	1.114223	1.646609	0.149499964	1.209167801	0.3514829	0.9458088	0.984628856	0.898733047	4.673544606	1.163663	0.368388383	2.875111	0.9871822	0.4320966	1.064812415	2.322573	1.310244989	4.582163	2.221932	1.067964	2.618398	0.7787548	1.210909814	6.545788	1.061399	1.524654	1.931234	8.695068	8.281875721	2.03319	2.036354	1.315275	0.8780518	1.001902	0.8901732	1.350250598	0.733917	2.362077671	0.7282332	1.233912007	0.9520377	0.8648011	5.983753	0.547350593	0.867357873	1.251346	1.892614	1.204299	3.356376	0.9059608	1.315948	0.5288791	1.113035245	1.549648	1.276168267	0.641624777	1.243831	0.3651173	1.070644509	1.253171	3.183545	0.7068529	0.88493	1.862523721	1.079648	0.8954231	1.224828624	0.7813633	0.4750436	1.447547	1.080272	0.2708823	0.4223425	1.559648	0.8628879	0.3942001	0.6709691	1.580354	0.5300664	1.067063	4.350527	0.8158007	4.694983	1.052288368	0.7603773	0.795466	1.833792	0.792309055	1.494926118	0.4691721	0.851739425	1.40956	1.039568413	0.4975619	1.551418114	0.644726261	0.753611909	0.930111399	0.844459813	1.725873175	0.5661056	0.406262	1.992555
AC121761.1	0.28738692	0.274408889	1.101185	0.7798292	2.113688	0.153823842	1.080816	1.408078248	0.409598092	0.3176253	0.4602929	0.7626489	1.227937	1.38588	1.67323	2.012367	0.8365381	0.3855402	0.9122274	0.2810954	1.332475	0.6548487	0.4004831	0.8752654	0.4097905	6.744499	0.6370729	0.756153958	2.196969	0.5651127	1.591517	0.9251622	0.3547439	0.961518945	1.600300495	1.341038312	0.7320264	0.9516742	1.438513	2.050449	2.178315084	0.1437152	0.4122401	2.654405	1.279543	1.236623	0.575638749	0.190942424	0.1025704	0.9430262	0.753814175	0.373370417	0.42468405	0.4137991	0.758039503	0.5147363	1.270947	0.9303901	0.924808161	0.638132	0.910376507	1.178067	1.67767	2.272487	1.193915	0.5085241	0.397939141	0.5062378	0.3787576	0.8451441	1.373496	0.4819837	2.022115459	1.741177	0.4870923	1.802357	0.4490886	0.5748022	0.5689451	0.778803837	0.376476	1.333478685	0.8955387	2.010460624	1.061139	0.5695803	0.5196994	0.254470012	1.076164922	0.1049339	1.848268	0.3029661	0.303325	1.901537	0.5217697	1.369516	0.371512439	0.6561243	0.290948282	1.334496594	0.4537215	0.3906804	1.223713442	0.1995402	0.4786659	0.9617987	0.4210466	1.49263533	0.8439237	0.1387644	0.449153679	0.4875404	0.2888085	2.885561	1.7864	1.152803	0.6363388	0.3950862	0.5770635	0.5751811	0.5068145	0.8859284	0.7365951	0.1516522	1.147811	1.145468	0.5145637	1.580562691	0.2593282	0.60085285	2.407119	0.346217538	0.994599968	0.4183504	0.196416526	0.1738758	0.19662792	1.037139	0.171491562	2.138013844	0.793412123	1.164208262	0.31017896	0.687449925	0.6370821	0.5816262	1.335291
AC002398.1	1.080561359	1.152902921	1.258434	0.9799663	0.9831795	0.533880407	2.046118	1.359556314	1.5686651	0.7631935	1.361846	0.910777	0.9598719	1.861939	3.026352	1.240645	0.6989653	1.714446	1.641677	1.314946	6.716762	0.5682001	1.221486	1.297704	0.6881955	1.374265	0.7861708	0.61560075	0.8835925	1.127777	2.25458	0.6530816	0.846463	1.32572459	1.197965683	1.43509943	0.9073797	0.7822895	2.362609	2.947257	2.028382504	1.035961	1.57385	1.749249	1.175544	2.370808	0.525759045	0.96092781	0.7713197	0.7982892	0.461696903	1.643537888	3.228678602	2.640724	0.657736852	2.195917	0.8168721	1.367631	1.497886005	0.5183531	1.636256336	0.9139555	2.117357	3.429209	1.328126	0.912904	1.933592808	0.2928355	0.6816256	2.460157	1.499307	0.6475484	6.386569907	2.444938	1.338363	0.9691601	0.8822624	0.6848442	0.7705961	0.474853938	4.597455	0.593351171	1.187391	1.614257436	1.883312	0.3548205	1.885722	0.747319428	1.5687309	0.7739185	2.075387	1.75252	4.306737	1.183397	3.199292	1.033308	1.519671073	1.34298	2.356204117	1.532014591	0.885793	1.571663	2.756144866	0.8184675	0.03611561	1.704582	0.6088906	2.739129875	1.497059	6.446208	0.287163828	0.780978	0.4455001	0.8517148	1.869149	1.265643	0.8136791	2.605348	0.9623986	0.582253	1.07257	2.035441	0.6790756	1.842201	5.542592	0.6147846	1.246767	0.783671431	0.8217912	2.797481912	1.143241	1.097136975	2.321161631	1.187983	1.301442434	1.551793	1.218645772	2.599729	0.64480024	1.669603551	0.892048871	0.750406035	0.631078794	0.669740442	1.092861	1.631524	6.975535
HS1BP3-IT1	0.53238427	2.283081957	0.8624156	0.6309894	0.02691139	1.174375113	2.578606	1.98740187	0.313978124	0.7845346	1.882447	0.4658719	1.584812	0.1104233	0.9895625	0.06540192	5.854372	0.1190355	0.1390865	0.6339313	0	0.3639322	0.08992666	1.070458	0.3591616	0.2282043	0	0.714798871	3.260565	2.023951	1.002818	0.1355598	0.4928723	0.325335862	0.581285621	0.469251656	0.1937256	0.4948706	0.8565572	0.05115767	0.262460403	0.2184471	0	0.1106562	0.03098501	1.919946	0.149666075	1.202650858	0.105562	0.7385505	0.273811913	0.967211512	0.024975467	0.296734	0.297875068	4.052584	0.2616033	0.5407209	0.152285077	0.1676794	0.682619813	0.5819652	1.614485	0.2440454	0.4158805	0	1.00748242	0.5210031	0.0346493	1.010084	0.1367958	0.07680644	0.349623763	0.06565966	0.3258444	1.159982	0.8790274	1.35619	0.5141321	0.155971255	1.653148	0.105567063	1.217832	0.296467925	0.1191369	1.226496	0.5251326	1.112033954	1.063250943	0.2591868	0.1118927	1.527833	1.498425	0.3887003	0.4295904	2.029623	2.9495434	1.246636	0.821305435	0.786018494	0.5136506	0.1096569	1.286200937	0.4480585	1.516434	0.3538191	0.2311078	0.127131354	0.1389661	0.5800352	0.029194989	0.277898	0.1981547	1.672102	0.06488834	0.9878818	0.1102987	1.415001	2.184298	0.4735658	0.2442598	0.03082033	0.3695636	0.2705306	1.191561	0.1166724	0.09592244	1.580186367	0.08354877	0.506768087	0.1251702	0.185903765	0.6353436	0.7749941	1.587759769	1.441803	0.138763132	0.9250703	0.282389439	0.044007452	0.082805406	1.026998003	0.158512144	0.804316412	0.3436582	5.844865	0.680035
AL391069.2	0.62767706	0.619405274	0.2879696	0.2242474	0.6230289	0.333187568	0.6730616	0.302701249	0.538440513	0.4657143	0.3595773	0.1367721	0.6325895	0.7811297	0.8422605	0.283899	0.8304859	1.033427	1.288004	0.5241508	1.36063	0.5460933	1.098782	0.3644457	0.2834657	0.5660557	1.349256	0.467091887	2.785784	0.6732291	0.3482456	0.3175723	0.7923992	0.596274731	0.37381712	0.79880176	0.6229118	0.3580253	0.5202384	0.4441341	0.601295939	0.2897409	1.939882	0.9339953	1.285231	0.8698966	0.433117258	0.432199098	0.2240223	0.2466098	0.369778147	0.433954167	1.590077946	0.66789	0.533630118	0.9198223	0.3364672	0.6259148	0.440696365	0.452896	0.658475704	2.31157	1.687162	1.412481	0.875282	0.8773859	0.521479411	1.105666	0.4010852	0.5846142	0.844527	0.9631675	0.626335634	1.235077	0.7737093	0.6350818	0.4037792	0.4292603	0.3967579	0.300909174	0.6312262	0.896131978	0.335645	0.536216102	0.5746155	0.3827726	11.79156	0.209876393	0.794874097	0.3750292	1.057764	0.6617032	2.562347	0.3124601	0.9531106	1.021479	0.569043743	0.3607629	0.198064012	0.807134435	0.4729609	0.6981371	0.465265612	0.561874	0.9917278	0.1706523	0.5016005	0.817564977	0.3127855	1.398799	0.112649476	0.4467814	0.2676045	0.7056702	0.3755595	0.3083043	0.3723912	0.7766112	0.928526	0.3711629	0.1767153	0.5946043	0.3564922	0.622294	1.070146	0.3095009	0.879032	0.627651101	0.2686456	0.838017966	0.2716716	0.358656782	0.735445968	0.4530805	0.382900266	0.473466	0.602348	0.377533	1.157705897	0.551861934	0.372757455	0.634030921	0.764528026	0.28735849	0.4361883	0.8162955	1.344764
AC008771.1	0.84438425	2.121718215	0.9153926	3.049734	1.485355	2.711739893	1.674404	2.426290943	2.456714901	3.172979	1.117398	1.262543	2.795275	4.903812	4.237619	1.742668	2.885721	1.840756	1.5883	4.079222	4.735291	0.8080968	7.516471	2.157195	2.889657	3.583224	6.122905	0.713134889	4.82048	3.312463	4.523418	1.842888	3.895554	4.93808755	2.894903807	1.4053252	2.027896	1.618827	1.49439	2.823611	2.482030375	0.8315194	7.715478	3.790918	2.771697	1.591765	2.444981079	1.671828873	2.290386	1.094783	2.475381295	2.054898588	13.903868073	2.604168	1.174357355	2.545822	4.259784	1.273546	1.12311754	0.7818831	1.85326646	2.703911	1.869268	1.95745	2.590446	3.8744	2.373481339	4.098613	2.258662	5.38284	3.736119	1.754183	2.970633535	8.091603	3.243934	4.355806	1.443967	1.401495	2.348454	6.283378076	3.392166	2.149851044	1.620123	0.969809826	1.785637	1.870897	4.52533	2.104977557	1.340657415	2.389411	5.334647	3.011701	8.101932	1.263815	1.716999	1.721502	2.183114332	5.476895	2.149332225	1.327088603	1.999649	1.085264	1.621775964	2.643581	0.6359327	2.02022	2.2955	2.540610722	2.380387	1.743744	1.847549671	2.115639	1.187986	2.426604	4.801017	3.000005	2.125503	4.364684	3.267683	1.61955	1.874079	1.319824	1.65022	1.613975	2.971653	2.165056	1.540388	3.073833628	1.510636	1.308973873	2.337635	1.539123956	1.612291452	1.866109	1.510952992	1.634791	1.469062499	1.608278	2.166627928	1.361055205	1.273929324	2.40420151	1.910693569	2.494663645	0.8434034	1.619945	5.565394
AC009414.2	0.921247825	3.450354393	9.679066	0.7077534	3.749948	1.698710385	4.973204	1.971969069	2.516400265	2.77011	4.888679	0.2988487	2.105319	0.8447687	3.912446	0.6969057	1.442736	2.683178	1.003247	2.870259	1.798477	1.65725	0.8845245	1.651623	2.087526	5.611581	0.5159246	2.00340244	2.939854	3.232143	3.813997	1.17464	1.840416	0.533337479	2.350553877	4.072579463	2.276011	1.876046	1.196164	2.599816	2.043749038	1.611495	2.128274	0.6349126	0.9143119	5.484197	0.695170293	1.469004583	1.38442	2.23521	1.436390365	1.843712375	2.006226016	3.729444	0.76735966	2.90928	2.859052	1.861498	1.99718134	1.484375	2.238097747	4.545726	2.558473	2.228986	2.603127	1.065055	1.530760973	3.758055	3.408128	2.649399	2.646213	9.128634	2.702010345	1.991318	3.451568	1.850215	2.436024	1.3548	1.741868	1.321068007	6.775197	4.36113111	1.263058	2.490816582	1.464798	1.419282	9.804389	0.990764393	1.917337766	1.965146	5.686351	2.095722	8.820835	2.867461	5.915671	4.677439	6.232186419	3.542354	2.524504411	3.366869275	1.60755	1.150499	3.900773334	3.746063	1.72753	2.071541	1.941684	4.029299743	2.354071	3.284849	1.675122329	2.632185	1.234407	2.192921	1.276492	2.572113	1.85338	1.959725	1.153144	1.213027	2.802982	1.86943	2.516574	1.091675	4.647694	1.81703	3.65606	1.371425005	2.967579	2.551642592	1.38508	1.097136975	2.013657312	1.347481	0.939930647	2.46419	2.957247073	1.866472	0.694400259	1.587153993	0.950225971	4.848777456	1.126042554	2.53943251	2.045937	3.387486	6.298685
