ID	TCGA-CV-6959-11A-01R-1915-07	TCGA-CV-6961-11A-01R-1915-07	TCGA-HD-8635-11A-01R-2403-07	TCGA-CV-7255-11A-01R-2016-07	TCGA-HD-A6HZ-11A-11R-A31N-07	TCGA-CV-7406-11A-01R-2081-07	TCGA-CV-6939-11A-01R-1915-07	TCGA-H7-A6C4-11A-21R-A466-07	TCGA-CV-7103-11A-01R-2016-07	TCGA-CV-6933-11A-01R-1915-07	TCGA-CV-6943-11A-01R-1915-07	TCGA-CV-7438-11A-01R-2132-07	TCGA-CV-6956-11A-01R-2016-07	TCGA-CV-7238-11A-01R-2016-07	TCGA-CV-6934-11A-01R-1915-07	TCGA-CV-7104-01A-11R-2016-07	TCGA-F7-A61W-01A-11R-A28V-07	TCGA-F7-A620-01A-11R-A28V-07	TCGA-C9-A47Z-01A-11R-A24H-07	TCGA-CV-7446-01A-11R-2232-07	TCGA-HD-7831-01A-11R-2132-07	TCGA-CV-5979-01A-11R-1686-07	TCGA-CV-6952-01A-11R-1915-07	TCGA-CV-7180-01A-11R-2016-07	TCGA-CV-A465-01A-11R-A266-07	TCGA-CV-6950-01A-11R-1915-07	TCGA-CN-6998-01A-23R-2016-07	TCGA-CR-6493-01A-11R-1873-07	TCGA-DQ-7591-01A-11R-2081-07	TCGA-WA-A7H4-01A-21R-A34R-07	TCGA-CQ-A4CE-01A-11R-A266-07	TCGA-CV-6961-01A-21R-1915-07	TCGA-CV-7438-01A-21R-2132-07	TCGA-BB-4225-01A-01R-1436-07	TCGA-C9-A480-01A-12R-A24H-07	TCGA-CN-A6UY-01A-12R-A34R-07	TCGA-CN-6017-01A-11R-1686-07	TCGA-BB-4228-01A-01R-1436-07	TCGA-CV-6959-01A-11R-1915-07	TCGA-F7-A50G-01A-11R-A266-07	TCGA-CV-6441-01A-11R-1686-07	TCGA-CR-6472-01A-11R-1873-07	TCGA-CN-4742-01A-02R-1514-07	TCGA-BA-4074-01A-01R-1436-07	TCGA-DQ-5631-01A-01R-1873-07	TCGA-BB-A6UO-01A-12R-A34R-07	TCGA-CV-6943-01A-11R-1915-07	TCGA-CV-6941-01A-11R-1915-07	TCGA-CR-5250-01A-01R-1514-07	TCGA-F7-A50J-01A-21R-A28V-07	TCGA-QK-A652-01A-11R-A30B-07	TCGA-CV-A6JO-01B-11R-A34R-07	TCGA-CV-A45P-01A-11R-A24H-07	TCGA-CV-5977-01A-11R-1686-07	TCGA-MT-A67A-01A-11R-A30B-07	TCGA-D6-A4Z9-01A-11R-A24Z-07	TCGA-D6-6825-01A-21R-1915-07	TCGA-CV-7406-01A-11R-2081-07	TCGA-CV-6939-01A-11R-1915-07	TCGA-P3-A5QE-01A-11R-A28V-07	TCGA-P3-A5QA-01A-11R-A28V-07	TCGA-CQ-6218-01A-11R-1915-07	TCGA-CR-6488-01A-12R-2081-07	TCGA-CN-5370-01A-01R-2016-07	TCGA-IQ-A61J-01A-11R-A30B-07	TCGA-CQ-5325-01A-01R-1686-07	TCGA-CQ-6229-01A-11R-1915-07	TCGA-UP-A6WW-01A-12R-A34R-07	TCGA-CN-A642-01A-12R-A30B-07	TCGA-CR-7394-01A-11R-2016-07	TCGA-CV-6003-01A-11R-1686-07	TCGA-CN-4736-01A-01R-1436-07	TCGA-CQ-7065-01A-11R-2081-07	TCGA-BA-A6DB-01A-11R-A30B-07	TCGA-CR-7397-01A-11R-2016-07	TCGA-CQ-5330-01A-01R-1686-07	TCGA-IQ-A6SH-01A-12R-A34R-07	TCGA-BA-A6DE-01A-22R-A31N-07	TCGA-CV-6433-01A-11R-1686-07	TCGA-CQ-A4CA-01A-11R-A24Z-07	TCGA-HD-8314-01A-11R-2403-07	TCGA-CV-6945-01A-11R-1915-07	TCGA-BA-4075-01A-01R-1436-07	TCGA-KU-A6H8-01A-21R-A34R-07	TCGA-UF-A7JS-01A-11R-A34R-07	TCGA-CQ-6219-01A-11R-1915-07	TCGA-MZ-A7D7-01A-21R-A34R-07	TCGA-QK-AA3K-01A-11R-A39I-07	TCGA-BB-4224-01A-01R-1436-07	TCGA-IQ-A6SG-01A-12R-A34R-07	TCGA-CN-4737-01A-01R-1436-07	TCGA-DQ-5624-01A-01R-1873-07	TCGA-CQ-6224-01A-11R-1915-07	TCGA-CR-7392-01A-11R-2016-07	TCGA-DQ-5625-01A-01R-1873-07	TCGA-CV-5973-01A-11R-1686-07	TCGA-CV-6933-01A-11R-1915-07	TCGA-CV-7236-01A-11R-2016-07	TCGA-IQ-A61H-01A-11R-A30B-07	TCGA-CV-6951-01A-11R-1915-07	TCGA-CN-4733-01A-02R-1873-07	TCGA-BA-7269-01A-11R-2016-07	TCGA-CN-6996-01A-11R-1915-07	TCGA-CV-7238-01A-11R-2016-07	TCGA-MT-A51X-01A-11R-A266-07	TCGA-CV-6954-01A-11R-1915-07	TCGA-CQ-A4CH-01A-11R-A266-07	TCGA-T2-A6WZ-01A-21R-A34R-07	TCGA-CV-6956-01A-21R-2016-07	TCGA-CQ-5333-01A-01R-2403-07	TCGA-CQ-7072-01A-21R-A30B-07	TCGA-IQ-A61E-01A-22R-A30B-07	TCGA-HD-8635-01A-11R-2403-07	TCGA-CV-A6JT-01A-11R-A31N-07	TCGA-CN-5367-01A-01R-1436-07	TCGA-CV-5971-01A-11R-1686-07	TCGA-BA-6871-01A-11R-1873-07	TCGA-CV-A45T-01A-11R-A24H-07	TCGA-F7-A61S-01A-11R-A28V-07	TCGA-CR-6477-01A-11R-1873-07	TCGA-CV-6436-01A-11R-1686-07	TCGA-CR-7372-01A-11R-2016-07	TCGA-D6-A4ZB-01A-11R-A24Z-07	TCGA-HD-8224-01A-11R-2403-07	TCGA-CR-7390-01A-11R-2016-07	TCGA-CV-5439-01A-01R-1686-07	TCGA-CQ-5327-01A-01R-1686-07	TCGA-CR-7393-01A-11R-2016-07	TCGA-CN-4725-01A-01R-1436-07	TCGA-CV-A45R-01A-11R-A24H-07	TCGA-H7-A6C4-01A-11R-A30B-07	TCGA-D6-6515-01A-21R-1873-07	TCGA-CV-5976-01A-11R-1686-07	TCGA-CV-7255-01A-11R-2016-07	TCGA-CX-7085-01A-21R-2016-07	TCGA-CN-6016-01A-11R-1686-07	TCGA-CN-6024-01A-11R-1686-07	TCGA-CR-7401-01A-11R-2016-07	TCGA-DQ-7592-01A-11R-2081-07	TCGA-4P-AA8J-01A-11R-A39I-07	TCGA-CV-5970-01A-11R-1686-07	TCGA-CV-7103-01A-21R-2016-07	TCGA-D6-8569-01A-11R-2403-07	TCGA-CQ-6222-01A-11R-1915-07	TCGA-CV-A6K0-01B-21R-A31N-07	TCGA-CN-A498-01A-11R-A24H-07	TCGA-HD-8634-01A-11R-2403-07	TCGA-HD-A6HZ-01A-12R-A31N-07	TCGA-CR-7382-01A-11R-2132-07	TCGA-BA-6873-01A-11R-1873-07	TCGA-BA-A6DG-01A-21R-A30B-07	TCGA-CN-6019-01A-11R-1686-07	TCGA-F7-A61V-01A-11R-A28V-07	TCGA-BA-4077-01B-01R-1436-07	TCGA-CN-A6V6-01A-12R-A34R-07	TCGA-CR-7391-01A-11R-2016-07	TCGA-CQ-5329-01A-01R-1686-07	TCGA-CQ-6221-01A-11R-2081-07	TCGA-DQ-5630-01A-01R-1873-07	TCGA-CV-6934-01A-11R-1915-07	TCGA-D6-6823-01A-11R-1915-07	TCGA-CV-A6JU-01A-11R-A31N-07
RPS6KB1	3.465633	4.207977	6.386977	5.968143	2.004308	4.402783	2.997116	3.67376	3.948364	2.006708	6.24776	4.671099	4.45988	4.469675	3.070841	4.866511	4.878317	2.829813	7.06106	11.90165	2.666359	3.523412	20.20699	3.735987	4.345397	6.021313	4.425231	4.182364	6.972745	4.679785	4.995118	4.299272	3.663049	4.305585	4.962215	2.79217	4.084196	4.87595	3.422412	2.884948	5.241883	11.67639	3.932493	4.068359	3.438728	3.844811	4.309475	6.450235	4.758783	4.3224	3.89107	5.211714	5.924348	5.895849	2.890971	5.369905	6.07429	4.901746	7.820933	7.173271	3.560291	4.522887	3.618656	5.7413	4.813501	4.919852	4.668375	2.226251	4.238505	6.785766	1.771804	4.551201	4.532854	4.035446	4.209107	4.055633	2.757542	5.523734	5.926861	2.186696	7.14339	3.580901	2.147181	3.599705	1.829109	4.392698	2.239147	5.376028	6.503612	9.064078	4.42183	4.614939	3.615639	5.564692	4.486177	3.271564	3.597548	4.306641	5.244208	6.395455	3.826495	3.137907	5.328676	5.377806	3.750235	5.462029	4.388032	1.844745	3.307012	2.980923	5.051069	5.323273	4.891186	2.080776	4.724087	5.120894	3.043631	3.666852	3.98339	3.422512	2.647282	4.180505	4.111468	6.236933	8.35305	4.274994	12.56151	4.312128	4.582674	6.353773	4.592461	4.642533	4.438799	3.846204	5.440585	3.515187	4.719876	3.288428	4.393743	3.110888	5.621132	3.378561	7.672451	3.858438	5.178906	4.208435	4.550495	4.797105	5.121595	5.029524	4.424908	3.549859	4.665574	4.44689	5.238301	4.030933	4.386418	2.315717	4.034196	4.404758	3.880126	2.693777
RPTOR	3.1004	3.573399	4.020826	4.743584	1.505386	3.104201	5.037798	2.987282	3.939705	2.472357	2.763169	3.652905	3.498997	3.559172	4.566986	6.061548	8.683292	4.016839	4.31245	5.451641	3.125526	6.577818	7.785683	6.266855	11.32673	7.990815	7.018271	9.2546	10.70009	5.073885	6.430133	5.352622	5.043384	6.260894	9.070629	3.65312	7.372447	5.880814	5.858873	2.203398	7.93123	7.244668	6.014881	1.141543	5.000764	5.170351	4.697761	6.784059	6.501173	4.3437	4.519266	4.365995	6.48895	9.854853	2.514022	8.325409	6.705923	3.598357	5.365453	2.233535	3.113808	7.265715	5.363265	4.692445	3.545202	5.284345	6.767393	2.469084	4.517326	5.884713	6.858701	5.364506	6.228455	2.938977	4.740527	6.030173	4.714409	10.00778	3.016637	3.479127	6.271946	4.721924	1.587037	4.100789	2.805728	4.829012	0.5939021	6.4953	3.593833	6.935643	10.81269	5.06501	4.407816	6.360803	3.314119	3.149503	5.008392	8.015978	2.531613	7.074747	6.454718	2.460947	8.95407	7.8886	5.478286	4.08863	6.005579	2.36779	6.110573	3.615532	4.815898	4.754119	8.59859	2.985094	5.220697	5.280288	4.922122	4.179571	3.842546	11.10818	3.671002	10.13327	6.518376	3.371656	9.620545	3.738849	4.826489	5.675554	10.80304	5.00502	3.999481	6.280296	5.762258	8.454454	7.104243	4.708161	4.445296	4.812377	6.480393	4.009491	4.803465	5.711518	8.491325	3.810372	4.101303	5.111327	4.210307	3.261643	5.832022	5.856791	2.562214	4.781852	3.592447	2.120402	2.691349	4.192746	3.439005	5.000671	2.714655	4.235069	8.046263	5.408267
SAR1A	10.52734	10.86514	10.27606	13.60567	11.3497	12.76815	10.22346	9.662807	10.17767	8.728025	12.1475	12.49087	12.26173	12.82644	9.79558	18.26205	27.44057	26.28352	13.18216	21.40378	22.51074	15.67198	18.09548	14.662	14.55127	12.09993	14.14473	16.57482	12.11239	16.1899	12.66228	8.919013	14.60398	16.91971	14.9111	13.80803	15.24367	15.58174	14.38777	15.83628	20.16014	14.9543	18.8733	27.92143	15.40781	18.24044	12.12526	10.88302	16.00799	13.67711	16.03244	16.41932	13.46328	20.86814	10.35288	18.24677	23.27201	8.655129	17.84679	17.37025	21.57143	14.66788	13.76616	18.22983	10.55542	20.19254	16.93146	18.80854	20.68926	13.84068	15.23968	14.55958	15.72188	15.80558	11.71961	21.44069	13.85273	11.54471	16.99715	14.24254	14.61741	19.85509	22.87772	12.39136	27.98548	17.05416	17.21313	18.76777	21.67794	10.38198	12.56664	13.76171	25.83864	18.11732	11.91328	10.02732	9.595396	16.72611	15.41084	14.08914	17.9814	26.37815	18.31665	17.92564	15.07269	20.34654	20.44801	20.6163	22.38372	13.68923	14.28452	18.97821	20.2051	13.20337	23.41619	16.03275	15.84046	14.59952	20.72449	9.479434	14.46405	11.16347	13.19121	16.16782	15.76881	14.92263	16.66691	11.66918	15.41205	13.35682	17.28949	14.66874	18.75579	14.69849	14.95133	13.64291	16.86069	14.7082	17.37822	14.44093	16.50357	15.60994	14.97936	15.018	14.5817	13.15971	15.45523	11.93498	19.28977	19.26332	18.91712	12.82766	15.9074	15.72052	14.3021	12.05553	24.08469	19.96877	18.78625	20.25283	17.93373	18.76342
SERPINA1	2.293471	1.513326	3.052387	2.911569	0.9988434	1.031802	1.62065	0.8300095	0.9875162	1.024021	1.409184	2.052239	3.936821	6.067494	5.955325	6.281019	0.790311	6.077752	2.125926	2.915126	12.31111	3.999077	3.60083	0.8710939	4.033103	4.402878	2.89326	2.036785	4.451173	13.37324	7.861039	70.78113	8.250168	5.437483	2.479267	8.699454	12.55178	4.773341	7.00074	10.22693	1.057425	0.6077708	8.653111	19.38437	7.570703	6.52507	17.5903	3.720171	2.305624	2.120234	3.952944	4.872779	1.89665	2.349232	1.484011	4.023643	10.82877	2.832234	9.74506	2.943008	3.646053	5.962828	8.009591	40.42108	4.311283	10.7715	4.049894	17.06402	7.352772	8.083618	2.882174	13.13175	0.2051695	6.831393	30.58455	10.02624	6.423447	4.446255	10.50603	6.344411	20.21944	4.463396	10.76442	0.839726	6.527835	10.38777	0.8507934	14.80659	0.6911543	4.976176	4.670012	4.682818	19.71725	10.51338	2.726792	2.765364	15.78725	4.67262	3.175146	1.184807	14.20418	4.613568	8.93604	4.870522	1.740866	4.960531	6.117742	1.467246	0.3806123	92.4855	3.078295	5.672045	4.857355	4.129983	8.962852	16.40344	17.04044	65.44354	4.661563	11.69973	4.160577	2.333708	3.189954	3.294137	3.31421	2.183371	16.55748	5.59296	2.225717	4.439728	2.492999	15.32977	5.455635	1.404751	17.71162	5.530976	1.026087	3.169875	4.014276	82.04587	5.508739	2.174986	3.088924	22.00015	9.71623	2.822841	1.324308	13.54155	22.09629	3.08785	15.62744	12.04624	2.791498	12.95725	7.584148	6.388618	9.699286	4.620846	9.830169	10.54685	3.442138	1.993493
SESN2	3.785361	6.337436	4.504326	5.373854	11.75044	3.738813	2.867065	2.719178	7.717195	0.8525969	7.219095	6.31094	7.441932	4.546448	6.239657	7.693593	5.987883	7.014367	7.444111	5.129764	5.845768	6.968707	4.798336	5.15871	7.759882	4.84817	8.827158	6.756308	5.679463	5.26971	10.5575	5.498561	9.416321	5.263779	8.319184	4.58191	6.857763	5.776349	5.164371	24.05568	5.387173	3.177825	9.972447	2.488827	3.874606	5.652724	7.816938	4.358249	6.388002	5.292679	8.614258	13.82953	6.212754	7.645814	5.280218	3.72256	8.265309	7.46203	4.850222	7.435327	5.964606	5.166579	10.44055	7.97539	5.330713	6.109027	6.808569	6.301369	8.192482	9.871248	6.411304	9.838849	3.086478	6.443339	8.163989	5.700418	8.333758	9.818759	6.088261	11.26665	4.432824	3.791589	3.325487	3.425795	7.219479	5.324458	2.842706	11.17824	4.666342	4.185477	7.822734	16.44153	9.312023	6.593041	5.357136	13.37528	4.65559	7.428044	4.816638	4.559498	6.907542	7.11228	5.389414	5.787374	6.524708	4.635138	9.064218	7.799244	3.489635	8.718707	6.097634	5.67187	5.877567	6.350668	4.013693	4.47076	6.226911	7.87812	6.173942	11.46442	5.116039	10.03442	4.845203	7.340694	5.328023	8.050816	9.131816	6.879465	8.418621	12.59995	7.401414	7.747743	6.727604	5.715733	12.12201	5.581263	13.38314	5.41391	3.995674	4.969151	9.933883	3.291865	4.417447	6.416778	6.390423	5.116644	6.667339	3.356116	9.838669	6.253557	12.81437	4.412451	3.425041	8.863005	11.21789	7.971189	3.604754	8.96537	3.933974	6.332903	4.80109	4.212554
SH3GLB1	16.24371	14.58378	19.17002	21.36441	7.371891	22.44179	18.61186	17.0811	14.6552	12.38785	19.06042	17.43613	19.1864	16.67424	18.00368	26.68756	18.65103	12.74057	13.56681	18.24937	19.79964	18.75743	16.67962	13.06531	14.84207	14.88013	19.8008	15.35818	20.01774	23.0385	12.32381	15.88165	21.7165	13.04232	16.2645	12.08061	23.52169	20.13123	17.5791	14.89298	38.39301	24.0209	22.84022	30.92484	21.88221	14.36154	15.83928	12.77127	20.98679	10.79953	16.78326	14.83418	12.77001	15.09822	10.26871	19.23254	17.97165	20.99357	31.03069	18.55318	21.88288	16.11287	18.57793	21.35295	18.92839	17.68218	16.79495	14.12288	17.52259	17.81054	10.96376	23.56368	19.82617	16.9304	15.96621	15.03109	16.15495	10.78591	13.075	14.07019	19.51033	13.87587	16.88774	29.01054	6.91102	17.25285	24.224	13.96695	11.29602	19.26807	15.70505	22.01082	21.63516	19.35187	24.1063	18.89552	13.59592	20.45366	18.99726	16.38501	18.1274	9.481031	20.32484	17.91426	14.03474	14.66817	10.3478	8.540258	15.33957	18.51965	17.1667	16.75166	26.89662	13.81276	17.98574	59.46501	9.938443	18.71823	17.17482	12.91352	10.64168	11.54699	14.54777	34.85765	12.50864	16.04812	19.95352	18.85422	19.07086	26.26181	22.31025	18.48277	22.38131	17.26115	20.06598	16.20294	11.08564	17.49305	15.24417	14.20565	21.52955	14.79194	19.5698	21.57139	20.01422	17.67044	12.82225	14.74005	19.73859	14.65234	21.36711	18.99347	11.41692	19.58792	26.05144	17.11705	13.99141	25.55176	28.68987	25.55139	11.19691	10.54889
SIRT1	3.620756	3.127814	4.758665	5.836175	0.6742182	3.594838	3.491288	2.756135	3.606379	3.040702	4.543302	3.285173	3.710396	3.619688	2.542291	3.240396	3.847151	3.620912	3.200591	13.09203	4.139389	2.687694	2.930458	2.966614	2.526137	2.700496	3.209871	3.955457	8.5165	3.484132	3.173093	2.575307	3.20933	8.049965	4.019654	3.993013	3.619863	9.208047	3.622293	4.451047	7.061675	7.998664	2.611318	1.854583	2.505038	1.332684	3.707181	4.364481	5.974856	1.982323	2.998669	1.953857	2.699442	2.710267	1.645679	3.633269	6.080374	2.94999	6.703563	7.014011	4.264757	3.265621	3.379429	4.175163	2.546597	3.33556	3.250184	2.304921	2.586343	4.297435	2.797161	4.698244	3.642826	3.252496	2.944613	3.541608	1.295312	3.157309	6.356808	2.13336	4.61959	3.388673	1.836275	3.499191	0.2929708	3.466335	2.298624	2.489082	6.384179	1.741494	4.149804	4.652165	4.461592	4.943621	3.482021	1.048883	1.88448	3.75509	3.459118	3.730392	5.060266	0.7846411	4.219807	2.481152	2.712321	4.555368	5.483779	0.8171433	3.365149	2.378747	4.285218	2.272702	5.16624	1.064755	3.386296	4.77113	4.175203	2.785214	2.008436	2.588865	1.116201	3.736268	2.70409	6.009345	5.029729	2.725122	3.049082	5.684703	3.568511	3.426207	2.731241	3.769933	3.213207	2.787022	4.596741	2.556114	8.264804	2.68351	2.702425	1.928469	2.726459	3.730669	2.738933	3.256768	4.018257	4.059574	3.225436	3.054563	4.610241	4.163319	2.418542	2.963695	3.133446	3.145934	3.742229	3.074954	4.251514	3.388976	2.839526	4.19453	3.225029	1.300001
SIRT2	14.40486	8.641913	11.11873	8.006066	9.115062	30.50926	30.06782	21.58025	10.68376	7.631381	8.173349	7.372981	13.83457	17.54399	8.106739	8.887327	9.694341	6.590266	5.871505	5.909782	7.222194	8.267488	5.114884	6.675735	7.784066	6.52932	7.726564	6.632653	7.529509	8.344243	9.230246	7.561787	9.148561	13.18551	8.768063	12.60796	18.28237	7.111488	7.26602	8.394636	9.245919	10.44664	9.526996	10.16831	6.973535	6.051712	7.273332	17.60371	7.947311	7.867529	8.658768	8.388342	9.943726	7.235841	5.750306	10.60131	7.891682	15.3373	6.168408	8.420317	6.377012	9.582572	8.713445	6.111879	9.858051	9.12765	10.60553	13.27103	7.736188	9.771462	4.197822	12.17509	8.241128	9.520264	6.792307	7.528895	6.563939	8.879146	5.851308	10.64607	12.70139	6.611426	7.329536	33.47243	11.64582	6.833635	6.489798	10.18345	9.250796	8.15497	9.402236	7.531696	8.728811	8.352994	12.51729	9.455667	5.493422	10.08205	6.398306	7.878658	6.704648	9.460937	7.058967	8.935305	6.383892	10.96994	8.587596	11.19486	7.872056	13.62486	5.560649	5.835268	12.62259	6.587994	7.303539	18.09376	7.156592	10.58264	6.219835	5.406398	6.88505	7.46069	13.64865	15.71407	7.640157	6.701151	7.042702	7.270344	6.413442	9.701974	8.598964	10.38304	8.967622	5.853092	9.024875	11.86469	9.745244	9.032639	8.225051	12.41363	8.682949	11.59345	6.245595	20.30461	9.309979	7.315337	6.598628	9.991554	6.612987	4.808688	10.0399	10.35038	8.749707	8.52749	11.71317	8.663702	6.241191	11.51403	10.52779	9.183708	7.577183	11.8132
SPHK1	4.035229	7.421113	8.298029	4.482855	25.54607	17.02128	1.319273	2.186175	4.301267	1.271897	6.380949	8.43597	4.643216	10.09084	3.572161	10.86228	11.51138	14.80474	13.18923	5.075137	28.35508	36.69238	12.26493	5.593209	12.75443	69.59402	20.22228	33.08994	5.436149	16.57707	8.935005	12.33698	24.25187	30.94675	19.4043	18.54715	11.85637	11.98208	14.88649	4.547191	3.760587	8.841829	23.84125	19.26784	11.37429	17.52752	14.5953	22.49697	9.057244	36.25664	20.72853	14.47239	17.72138	37.30627	3.343321	11.50939	12.48057	10.97091	15.44075	15.80825	58.35804	13.05172	26.75014	13.12928	20.00756	12.23225	18.96649	13.10533	15.73264	16.14839	17.50117	5.580396	7.005127	20.52538	13.30044	36.11687	11.24209	12.00261	7.868	12.93976	23.80407	24.55271	15.45076	5.903563	30.28421	12.09973	7.440623	72.64601	8.403723	21.18602	12.96631	12.48929	27.3691	10.00322	18.7547	20.96383	24.00216	29.03427	11.84764	15.26442	13.36089	44.24068	5.948409	24.8441	15.1163	13.33287	26.32529	27.13305	6.667584	24.93492	32.1245	23.48859	12.94063	30.18521	11.59253	11.19804	14.94373	26.90799	30.00044	13.11305	2.894697	18.4007	12.03372	7.766494	16.41379	9.988177	18.36711	7.02157	22.86077	29.72433	34.13214	37.12466	18.82448	14.62268	22.20644	21.56356	22.60436	15.50792	12.65002	43.64517	10.48625	16.5388	19.29767	8.093788	26.03187	6.207489	9.376016	17.85753	26.05331	51.63695	30.19733	19.45229	15.88031	11.03563	10.82846	13.27962	23.26374	12.88988	25.87558	28.66194	14.67687	57.3179
SPNS1	0.2128909	0.3828576	0.5451553	0.4361354	0.1291226	0.2717068	0.2148768	0.1523746	0.6646339	0.2862215	0.2720159	0.4122314	0.3935515	0.2402322	0.5953467	1.305689	0.5757376	0.7400231	0.8512682	0.4471038	0.7869975	1.070419	0.4675558	0.590641	1.503946	0.8611269	0.5031775	1.482951	0.7687701	0.9947203	0.662298	0.8294541	0.4567423	1.082762	0.6066099	0.5579589	0.6462228	1.446605	0.8502025	0.3616414	1.07809	1.693082	0.8245434	0.3906193	0.3423313	0.6220012	0.8120104	1.551057	0.7464193	0.6131705	0.6769733	0.9093658	0.7242963	1.987791	0.3642556	1.308149	0.6567238	0.8377868	0.8141635	0.5785177	0.501712	0.4815206	1.026089	0.7917152	0.6157584	1.195761	0.3345521	0.3754224	0.4956	0.3029923	1.74767	0.9060451	0.4833976	0.3493882	0.6420634	0.8386617	0.8449978	1.077175	0.4523445	0.7417892	1.487144	0.8320517	0.4341692	0.5756609	0.1385136	0.5844123	0.3038229	0.6559397	0.4934864	1.035119	1.562582	0.5331654	0.7275841	1.33414	0.6293144	0.4523052	1.038967	0.6331405	0.3518211	0.9095502	1.050239	0.08770675	1.227858	1.438417	0.7535693	0.7896226	1.119924	0.2263157	0.6919112	0.387447	0.4933499	0.4459577	0.8087355	0.4223485	0.8104111	0.4654774	1.866943	0.5240455	0.5388045	0.6750915	0.2439305	1.225018	1.287406	0.9015206	0.7884541	1.496705	0.6693395	0.470304	1.170736	0.7238335	0.3585945	1.247842	0.8994306	1.130577	0.8898091	0.8889203	1.004587	0.751182	1.21831	0.598121	1.084574	1.631592	0.8309804	0.4142186	0.9106705	0.856584	1.058945	0.5160491	0.9995849	1.451538	0.4756823	0.6422186	0.5291907	0.4077221	0.9469958	0.8035968	0.8709983	1.404538	0.339374	0.6439298	1.721972	0.7424433
SQSTM1	22.03123	12.0353	14.78714	30.32805	12.14167	29.51651	51.85197	26.60412	19.18645	23.26261	17.29676	16.2697	22.54779	29.00855	73.04461	33.18765	21.99674	26.23858	17.04668	20.70989	18.45797	17.78814	12.06577	11.77862	14.64172	16.05252	24.83987	16.00906	46.67961	24.70446	10.38194	46.36807	27.07226	98.26044	16.51974	104.7109	45.18642	69.30485	19.00232	15.64896	26.54731	44.36314	25.0198	8.973279	17.40591	14.77893	24.44873	25.58592	57.08127	15.50196	22.81957	31.19503	12.19558	20.18106	8.160899	14.65924	19.38668	74.8569	44.15261	33.54349	14.29344	30.37318	19.04381	49.4401	28.86524	29.54335	13.63351	70.3294	15.37041	20.14485	37.50535	46.42598	18.34099	21.3804	27.96876	27.34718	44.37799	20.23063	54.38616	55.41583	34.40079	36.65108	32.12875	54.70371	7.047094	27.49284	11.79793	41.24775	7.947101	41.73738	22.85082	32.72768	52.74915	23.59607	28.64907	12.8889	27.42482	41.37978	37.10303	38.4261	43.18913	21.30078	23.14816	36.1879	17.43263	20.77748	17.76713	14.11681	17.62457	27.48615	17.35144	14.06563	43.60132	33.38766	29.868	61.57657	89.98341	19.81479	13.1432	25.09045	5.172767	15.67315	37.77067	48.14248	17.48497	69.88489	16.4207	23.95876	16.14374	24.15637	12.75034	24.9642	24.20023	25.11247	23.43158	54.58269	68.52066	30.65719	16.09611	28.55353	14.89654	23.32329	32.73484	34.7163	20.43322	26.83375	15.5961	17.87329	24.8697	17.54266	25.32207	38.03658	13.50204	38.13032	50.64594	22.57188	18.82248	45.1099	32.07878	31.87084	16.98665	95.60294
ST13	35.11728	31.67401	36.60918	43.73245	25.30617	36.97352	43.70753	38.86166	36.63107	34.8349	36.69147	38.48921	41.16721	40.79954	51.20599	48.33866	53.13554	36.74197	29.39647	57.27901	48.22502	40.10832	37.02495	31.69814	38.0036	56.71516	35.49537	25.4834	57.23268	42.76655	31.77521	46.19345	50.77596	51.64078	20.52759	45.0049	34.99202	58.17585	35.24514	26.76174	45.3044	39.34115	42.16166	96.04116	36.42213	34.57801	32.42619	59.75795	38.74847	26.9351	42.54476	40.28202	32.89093	36.69222	21.45736	31.76486	39.08817	63.35905	52.24883	45.67731	47.91763	40.82885	32.91045	32.54681	34.36642	42.26224	45.22307	44.03439	68.78714	48.28759	76.44258	41.56298	22.44898	41.60941	48.39452	44.41449	54.99773	30.75969	50.79479	26.31105	43.47098	28.29983	49.25847	39.81453	21.09314	53.00696	60.31907	56.40181	17.36569	40.20668	43.50868	54.69659	49.61237	41.07106	40.89027	15.48705	46.3375	42.06133	72.14744	38.84376	45.76201	100.3666	44.08799	35.07805	49.16706	54.01933	27.29758	38.33357	46.1154	37.59097	63.09681	35.47703	38.25583	24.2807	68.49819	42.2185	53.01925	33.3243	40.65264	43.38956	17.42342	38.37354	46.40739	42.89284	37.68824	47.62578	36.24893	43.37138	37.7735	31.17363	37.2752	46.15551	47.95542	32.50294	29.53934	36.70966	62.45965	53.49832	25.86327	31.03173	47.008	45.55564	39.29004	38.46024	40.17449	63.02275	36.30032	34.44675	40.7128	36.41089	40.41595	50.54799	36.65208	39.03368	38.82673	31.91612	33.66434	67.2119	38.94975	41.26096	44.43802	45.59367
